Day,UID,Condition,I am satisfied with my current level of physical activity.,I am a physically active person.,I am committed to my physical activity goal.,How hopeful are you about your physical health today?,How was your mood today?,I am satisfied with my current level of physical activity._num,I am a physically active person._num,I am committed to my physical activity goal._num,How hopeful are you about your physical health today?_num,How was your mood today?_num
21,P41,C,Agree,Agree,Agree,Very hopeful,Pleasant,4.0,4.0,4.0,5.0,4.0
22,P41,C,Neither agree nor disagree,Agree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,4.0,4.0,4.0,3.0
23,P41,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
24,P41,C,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
25,P41,C,Agree,Agree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,5.0,4.0,3.0
26,P41,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
28,P41,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
0,P27,T,Strongly disagree,Disagree,Agree,Hopeful,Pleasant,1.0,2.0,4.0,4.0,4.0
1,P27,T,Disagree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,2.0,3.0,5.0,4.0,4.0
3,P27,T,Strongly disagree,Disagree,Strongly agree,Very hopeful,Pleasant,1.0,2.0,5.0,5.0,4.0
4,P27,T,Disagree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,2.0,3.0,5.0,4.0,4.0
5,P27,T,Disagree,Neither agree nor disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,2.0,3.0,5.0,4.0,3.0
6,P27,T,Disagree,Disagree,Strongly agree,Hopeful,Unpleasant,2.0,2.0,5.0,4.0,2.0
7,P27,T,Disagree,Disagree,Strongly agree,Hopeful,Pleasant,2.0,2.0,5.0,4.0,4.0
9,P27,T,Disagree,Neither agree nor disagree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,3.0,5.0,3.0,3.0
10,P27,T,Strongly disagree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,1.0,3.0,5.0,4.0,4.0
11,P27,T,Disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,2.0,3.0,5.0,5.0,4.0
12,P27,T,Disagree,Neither agree nor disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,3.0,4.0,4.0,3.0
13,P27,T,Disagree,Disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,5.0,4.0,3.0
16,P27,T,Disagree,Neither agree nor disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,2.0,3.0,5.0,4.0,3.0
18,P27,T,,,,,,,,,,
19,P27,T,,,,,,,,,,
20,P27,T,Disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,3.0,4.0,3.0,3.0
23,P27,T,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither hopeful nor hopeless,Pleasant,1.0,3.0,5.0,3.0,4.0
26,P27,T,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither hopeful nor hopeless,Pleasant,1.0,3.0,5.0,3.0,4.0
27,P27,T,,,,,,,,,,
0,P52,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
1,P52,T,Agree,Neither agree nor disagree,Agree,Very hopeful,Pleasant,4.0,3.0,4.0,5.0,4.0
2,P52,T,Agree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,4.0,3.0,5.0,4.0,4.0
3,P52,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
4,P52,T,Agree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,4.0,3.0,4.0,4.0,5.0
5,P52,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
6,P52,T,Agree,Agree,Strongly agree,Hopeful,Very pleasant,4.0,4.0,5.0,4.0,5.0
7,P52,T,Agree,Agree,Strongly agree,Hopeful,Very pleasant,4.0,4.0,5.0,4.0,5.0
8,P52,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
9,P52,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
10,P52,T,Strongly agree,Agree,Strongly agree,Hopeful,Very pleasant,5.0,4.0,5.0,4.0,5.0
13,P52,T,Agree,Agree,Neither agree nor disagree,Hopeful,Very pleasant,4.0,4.0,3.0,4.0,5.0
14,P52,T,Agree,Agree,Strongly agree,Hopeful,Very pleasant,4.0,4.0,5.0,4.0,5.0
15,P52,T,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
16,P52,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
17,P52,T,Agree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,4.0,3.0,4.0,4.0,5.0
18,P52,T,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
19,P52,T,Neither agree nor disagree,Agree,Agree,Hopeful,Very pleasant,3.0,4.0,4.0,4.0,5.0
21,P52,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
22,P52,T,Strongly agree,Agree,Agree,Very hopeful,Very pleasant,5.0,4.0,4.0,5.0,5.0
23,P52,T,Agree,Agree,Agree,Very hopeful,Very pleasant,4.0,4.0,4.0,5.0,5.0
24,P52,T,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
25,P52,T,Agree,Agree,Neither agree nor disagree,Hopeful,Very pleasant,4.0,4.0,3.0,4.0,5.0
26,P52,T,Disagree,Neither agree nor disagree,Disagree,Neither hopeful nor hopeless,Pleasant,2.0,3.0,2.0,3.0,4.0
27,P52,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
1,P23,C,Disagree,Disagree,Strongly agree,Hopeful,Pleasant,2.0,2.0,5.0,4.0,4.0
2,P23,C,Disagree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,2.0,3.0,5.0,4.0,4.0
3,P23,C,Disagree,Disagree,Strongly agree,Very hopeful,Pleasant,2.0,2.0,5.0,5.0,4.0
5,P23,C,Disagree,Disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,5.0,4.0,3.0
6,P23,C,Disagree,Disagree,Strongly agree,Hopeful,Unpleasant,2.0,2.0,5.0,4.0,2.0
8,P23,C,Disagree,Disagree,Strongly agree,Hopeful,Pleasant,2.0,2.0,5.0,4.0,4.0
9,P23,C,Disagree,Disagree,Strongly agree,Hopeful,Pleasant,2.0,2.0,5.0,4.0,4.0
10,P23,C,Disagree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,2.0,3.0,5.0,4.0,4.0
12,P23,C,Disagree,Agree,Strongly agree,Very hopeful,Pleasant,2.0,4.0,5.0,5.0,4.0
13,P23,C,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
14,P23,C,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
16,P23,C,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
18,P23,C,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
20,P23,C,Disagree,Agree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,4.0,5.0,3.0,3.0
22,P23,C,Disagree,Agree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,4.0,5.0,3.0,3.0
23,P23,C,Strongly disagree,Agree,Strongly agree,Neither hopeful nor hopeless,Unpleasant,1.0,4.0,5.0,3.0,2.0
24,P23,C,Disagree,Agree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,4.0,5.0,3.0,3.0
26,P23,C,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
27,P23,C,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
28,P23,C,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
1,P24,C,Disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,2.0,3.0,4.0,4.0,4.0
2,P24,C,Disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,2.0,3.0,4.0,4.0,4.0
3,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Hopeful,Very pleasant,3.0,3.0,5.0,4.0,5.0
4,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
6,P24,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,4.0,3.0,5.0,5.0,5.0
7,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
8,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Hopeful,Very unpleasant,3.0,3.0,5.0,4.0,5.0
9,P24,C,Disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very unpleasant,2.0,3.0,5.0,5.0,5.0
10,P24,C,Disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Unpleasant,2.0,3.0,5.0,5.0,2.0
11,P24,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,4.0,3.0,5.0,5.0,3.0
13,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,3.0,3.0,5.0,5.0,3.0
14,P24,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Very hopeful,Neither pleasant nor unpleasant,3.0,3.0,4.0,5.0,3.0
15,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,3.0,3.0,5.0,5.0,4.0
16,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,3.0,3.0,5.0,5.0,4.0
17,P24,C,Neither agree nor disagree,Agree,Strongly agree,Very hopeful,Pleasant,3.0,4.0,5.0,5.0,4.0
18,P24,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
19,P24,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
20,P24,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
21,P24,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,4.0,3.0,5.0,5.0,3.0
22,P24,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,4.0,3.0,5.0,5.0,3.0
23,P24,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
24,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
25,P24,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,4.0,3.0,5.0,5.0,3.0
26,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,3.0,3.0,5.0,5.0,4.0
27,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,3.0,3.0,5.0,5.0,4.0
28,P24,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Unpleasant,3.0,3.0,5.0,5.0,2.0
0,P28,C,Agree,Agree,Agree,Very hopeful,Pleasant,4.0,4.0,4.0,5.0,4.0
1,P28,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
2,P28,C,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
3,P28,C,Agree,Agree,Agree,Very hopeful,Very pleasant,4.0,4.0,4.0,5.0,5.0
4,P28,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
5,P28,C,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
6,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,4.0,5.0,5.0,5.0,4.0
7,P28,C,Agree,Strongly agree,Agree,Very hopeful,Very pleasant,4.0,5.0,4.0,5.0,5.0
8,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
9,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
10,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,4.0,5.0,5.0,5.0,4.0
11,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,4.0,5.0,5.0,5.0,4.0
12,P28,C,Agree,Strongly agree,Agree,Hopeful,Pleasant,4.0,5.0,4.0,4.0,4.0
13,P28,C,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,5.0,5.0,5.0,5.0,4.0
14,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,4.0,5.0,5.0,5.0,4.0
15,P28,C,Agree,Strongly agree,Strongly agree,Hopeful,Very pleasant,4.0,5.0,5.0,4.0,5.0
16,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
17,P28,C,Agree,Strongly agree,Strongly agree,Hopeful,Pleasant,4.0,5.0,5.0,4.0,4.0
18,P28,C,Agree,Strongly agree,Agree,Very hopeful,Pleasant,4.0,5.0,4.0,5.0,4.0
19,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,4.0,5.0,5.0,5.0,4.0
20,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
21,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
22,P28,C,Strongly agree,Strongly agree,Strongly agree,Hopeful,Very pleasant,5.0,5.0,5.0,4.0,5.0
23,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
24,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
25,P28,C,Agree,Strongly agree,Agree,Hopeful,Pleasant,4.0,5.0,4.0,4.0,4.0
26,P28,C,Agree,Strongly agree,Agree,Hopeful,Very pleasant,4.0,5.0,4.0,4.0,5.0
27,P28,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
28,P28,C,Agree,Agree,Agree,Very hopeful,Pleasant,4.0,4.0,4.0,5.0,4.0
0,P39,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
1,P39,T,Neither agree nor disagree,Disagree,Agree,Very hopeful,Very pleasant,3.0,2.0,4.0,5.0,5.0
2,P39,T,Disagree,Disagree,Strongly agree,Hopeful,Pleasant,2.0,2.0,5.0,4.0,4.0
3,P39,T,Agree,Disagree,Strongly agree,Very hopeful,Very pleasant,4.0,2.0,5.0,5.0,5.0
4,P39,T,Neither agree nor disagree,Disagree,Strongly agree,Hopeful,Pleasant,3.0,2.0,5.0,4.0,4.0
5,P39,T,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,4.0,3.0,5.0,5.0,5.0
6,P39,T,Agree,Disagree,Strongly agree,Very hopeful,Pleasant,4.0,2.0,5.0,5.0,4.0
7,P39,T,Agree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,4.0,3.0,5.0,4.0,4.0
8,P39,T,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
9,P39,T,Agree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,4.0,3.0,5.0,4.0,4.0
10,P39,T,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
11,P39,T,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
13,P39,T,Agree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,4.0,3.0,5.0,4.0,4.0
14,P39,T,Agree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,4.0,3.0,5.0,4.0,4.0
15,P39,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
16,P39,T,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
17,P39,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Very hopeful,Pleasant,3.0,3.0,4.0,5.0,4.0
18,P39,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
19,P39,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
20,P39,T,Agree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,4.0,3.0,5.0,4.0,4.0
21,P39,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
22,P39,T,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
23,P39,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
24,P39,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
25,P39,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
26,P39,T,Agree,Neither agree nor disagree,Agree,Very hopeful,Very pleasant,4.0,3.0,4.0,5.0,5.0
27,P39,T,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,4.0,3.0,5.0,5.0,5.0
28,P39,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
0,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,3.0,3.0,4.0,4.0,5.0
1,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
2,P35,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
3,P35,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,3.0,3.0,5.0,4.0,4.0
4,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
5,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
6,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Pleasant,3.0,3.0,4.0,3.0,4.0
7,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,3.0,3.0,4.0,4.0,5.0
8,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
9,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
10,P35,C,Disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,2.0,3.0,4.0,4.0,4.0
12,P35,C,Agree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,4.0,3.0,4.0,4.0,5.0
15,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,3.0,4.0,4.0,3.0
16,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
18,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
19,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
22,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,3.0,3.0,4.0,4.0,5.0
23,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
25,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,3.0,4.0,4.0,3.0
26,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
27,P35,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
0,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Pleasant,3.0,3.0,4.0,3.0,4.0
1,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Pleasant,3.0,3.0,4.0,3.0,4.0
2,P51,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
3,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Pleasant,3.0,3.0,4.0,3.0,4.0
4,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
5,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,3.0,3.0,4.0,4.0,5.0
6,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
7,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,3.0,3.0,4.0,4.0,5.0
8,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
9,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
10,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
11,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
12,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
13,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
14,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Pleasant,3.0,3.0,4.0,3.0,4.0
15,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
16,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
17,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,3.0,3.0,4.0,3.0,3.0
18,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
19,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
20,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
21,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Pleasant,3.0,3.0,4.0,3.0,4.0
22,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Pleasant,3.0,3.0,4.0,3.0,4.0
23,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,3.0,4.0,4.0,3.0
24,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Unpleasant,3.0,3.0,4.0,4.0,2.0
25,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
26,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
27,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,3.0,3.0,4.0,4.0,5.0
28,P51,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
1,P6,T,Neither agree nor disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,3.0,2.0,4.0,3.0,4.0
2,P6,T,Disagree,Strongly disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,1.0,4.0,3.0,4.0
3,P6,T,Disagree,Strongly disagree,Strongly agree,Neither hopeful nor hopeless,Unpleasant,2.0,1.0,5.0,3.0,2.0
4,P6,T,Disagree,Strongly disagree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,1.0,5.0,3.0,3.0
5,P6,T,Disagree,Strongly disagree,Agree,Neither hopeful nor hopeless,Unpleasant,2.0,1.0,4.0,3.0,2.0
7,P6,T,Strongly disagree,Strongly disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,1.0,1.0,4.0,3.0,3.0
8,P6,T,Disagree,Strongly disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,1.0,4.0,3.0,3.0
9,P6,T,Strongly disagree,Strongly disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,1.0,1.0,4.0,3.0,3.0
12,P6,T,Strongly disagree,Strongly disagree,Agree,Neither hopeful nor hopeless,Unpleasant,1.0,1.0,4.0,3.0,2.0
13,P6,T,Disagree,Strongly disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,1.0,4.0,3.0,4.0
15,P6,T,Strongly disagree,Strongly disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,1.0,1.0,4.0,3.0,3.0
16,P6,T,Disagree,Strongly disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,1.0,4.0,3.0,3.0
17,P6,T,Strongly disagree,Disagree,Neither agree nor disagree,Hopeless,Neither pleasant nor unpleasant,1.0,2.0,3.0,2.0,3.0
18,P6,T,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,1.0,1.0,3.0,3.0,3.0
19,P6,T,Disagree,Strongly disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,1.0,3.0,3.0,3.0
22,P6,T,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,1.0,1.0,3.0,3.0,4.0
23,P6,T,Disagree,Strongly disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,1.0,3.0,3.0,4.0
25,P6,T,Disagree,Strongly disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,1.0,3.0,3.0,4.0
