Day,UID,Condition,I am satisfied with my current level of physical activity.,I am a physically active person.,I am committed to my physical activity goal.,How hopeful are you about your physical health today?,How was your mood today?,I am satisfied with my current level of physical activity._num,I am a physically active person._num,I am committed to my physical activity goal._num,How hopeful are you about your physical health today?_num,How was your mood today?_num
7,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
8,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
9,P40,T,Agree,Agree,Agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,4.0,4.0,3.0
10,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
11,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
12,P40,T,Agree,Agree,Agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,4.0,4.0,3.0
13,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
14,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
15,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
16,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
17,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
18,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
19,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
20,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
21,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
22,P40,T,Agree,Agree,Agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,4.0,4.0,3.0
23,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
24,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
25,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
26,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
27,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
28,P40,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
0,P0,T,Disagree,Neither agree nor disagree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,3.0,5.0,3.0,3.0
1,P0,T,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Hopeful,Pleasant,3.0,3.0,5.0,4.0,4.0
2,P0,T,Neither agree nor disagree,Agree,Strongly agree,Hopeful,Unpleasant,3.0,4.0,5.0,4.0,2.0
3,P0,T,Agree,Agree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,5.0,4.0,3.0
4,P0,T,Neither agree nor disagree,Agree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,3.0,4.0,4.0,3.0,3.0
6,P0,T,Strongly agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,5.0,3.0,5.0,5.0,5.0
7,P0,T,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,3.0,3.0,5.0,5.0,4.0
8,P0,T,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
9,P0,T,Agree,Neither agree nor disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,3.0,5.0,4.0,3.0
10,P0,T,Strongly agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,5.0,3.0,5.0,5.0,4.0
11,P0,T,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
12,P0,T,Agree,Neither agree nor disagree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,4.0,3.0,5.0,3.0,3.0
14,P0,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
15,P0,T,Agree,Agree,Strongly agree,Very hopeful,Pleasant,4.0,4.0,5.0,5.0,4.0
16,P0,T,Agree,Agree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,4.0,4.0,5.0,5.0,3.0
17,P0,T,Agree,Agree,Strongly agree,Very hopeful,Pleasant,4.0,4.0,5.0,5.0,4.0
18,P0,T,Agree,Agree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,5.0,4.0,3.0
19,P0,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
20,P0,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
21,P0,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
22,P0,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
23,P0,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
25,P0,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
26,P0,T,Strongly agree,Agree,Strongly agree,Hopeful,Pleasant,5.0,4.0,5.0,4.0,4.0
27,P0,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
28,P0,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
10,P21,C,Strongly disagree,Disagree,Disagree,Neither hopeful nor hopeless,Very unpleasant,1.0,2.0,2.0,3.0,5.0
11,P21,C,Strongly disagree,Strongly disagree,Disagree,Hopeless,Unpleasant,1.0,1.0,2.0,2.0,2.0
12,P21,C,Strongly disagree,Strongly disagree,Disagree,Very hopeless,Pleasant,1.0,1.0,2.0,1.0,4.0
13,P21,C,Agree,Disagree,Disagree,Neither hopeful nor hopeless,Pleasant,4.0,2.0,2.0,3.0,4.0
14,P21,C,Disagree,Disagree,Disagree,Neither hopeful nor hopeless,Very pleasant,2.0,2.0,2.0,3.0,5.0
15,P21,C,Disagree,Disagree,Neither agree nor disagree,Hopeless,Neither pleasant nor unpleasant,2.0,2.0,3.0,2.0,3.0
16,P21,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
17,P21,C,Disagree,Strongly disagree,Neither agree nor disagree,Hopeless,Pleasant,2.0,1.0,3.0,2.0,4.0
18,P21,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
19,P21,C,Strongly disagree,Disagree,Disagree,Very hopeless,Neither pleasant nor unpleasant,1.0,2.0,2.0,1.0,3.0
20,P21,C,Agree,Neither agree nor disagree,Neither agree nor disagree,Hopeful,Pleasant,4.0,3.0,3.0,4.0,4.0
21,P21,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Pleasant,3.0,2.0,4.0,4.0,4.0
22,P21,C,Disagree,Disagree,Disagree,Hopeless,Pleasant,2.0,2.0,2.0,2.0,4.0
23,P21,C,Strongly disagree,Disagree,Neither agree nor disagree,Very hopeless,Pleasant,1.0,2.0,3.0,1.0,4.0
24,P21,C,Disagree,Disagree,Neither agree nor disagree,Hopeless,Pleasant,2.0,2.0,3.0,2.0,4.0
25,P21,C,Disagree,Disagree,Disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,2.0,3.0,4.0
26,P21,C,Agree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,4.0,3.0,4.0,4.0,5.0
27,P21,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Very unpleasant,2.0,2.0,3.0,3.0,5.0
28,P21,C,Disagree,Disagree,Neither agree nor disagree,Hopeless,Pleasant,2.0,2.0,3.0,2.0,4.0
10,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Very hopeful,Pleasant,1.0,1.0,5.0,5.0,4.0
11,P50,C,Strongly disagree,Disagree,Strongly agree,Hopeful,Pleasant,1.0,2.0,5.0,4.0,4.0
12,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Very hopeful,Pleasant,1.0,1.0,5.0,5.0,4.0
13,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,1.0,1.0,5.0,5.0,3.0
14,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,1.0,1.0,5.0,5.0,3.0
15,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Neither hopeful nor hopeless,Unpleasant,1.0,1.0,5.0,3.0,2.0
16,P50,C,Strongly disagree,Disagree,Strongly agree,Hopeful,Unpleasant,1.0,2.0,5.0,4.0,2.0
17,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,1.0,1.0,5.0,5.0,3.0
18,P50,C,Strongly disagree,Disagree,Strongly agree,Very hopeful,Pleasant,1.0,2.0,5.0,5.0,4.0
19,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,1.0,1.0,5.0,4.0,3.0
20,P50,C,Disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,2.0,2.0,5.0,5.0,5.0
21,P50,C,Disagree,Strongly disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,2.0,1.0,5.0,5.0,3.0
22,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Very hopeful,Pleasant,1.0,1.0,5.0,5.0,4.0
23,P50,C,Disagree,Strongly disagree,Strongly agree,Very hopeful,Pleasant,2.0,1.0,5.0,5.0,4.0
24,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Neither hopeful nor hopeless,Pleasant,1.0,1.0,5.0,3.0,4.0
25,P50,C,Disagree,Disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,2.0,2.0,5.0,5.0,3.0
27,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,1.0,1.0,5.0,4.0,3.0
28,P50,C,Strongly disagree,Strongly disagree,Strongly agree,Very hopeful,Pleasant,1.0,1.0,5.0,5.0,4.0
10,P8,C,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
11,P8,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
12,P8,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
13,P8,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
14,P8,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
15,P8,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
16,P8,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
17,P8,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
20,P8,C,Agree,Agree,Agree,Very hopeful,Very pleasant,4.0,4.0,4.0,5.0,5.0
21,P8,C,Agree,Agree,Strongly agree,Very hopeful,Pleasant,4.0,4.0,5.0,5.0,4.0
23,P8,C,Agree,Agree,Agree,Very hopeful,Very pleasant,4.0,4.0,4.0,5.0,5.0
24,P8,C,Agree,Agree,Agree,Very hopeful,Very pleasant,4.0,4.0,4.0,5.0,5.0
25,P8,C,Agree,Agree,Agree,Very hopeful,Very pleasant,4.0,4.0,4.0,5.0,5.0
26,P8,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
27,P8,C,Agree,Agree,Agree,Very hopeful,Very pleasant,4.0,4.0,4.0,5.0,5.0
28,P8,C,Agree,Agree,Agree,Very hopeful,Very pleasant,4.0,4.0,4.0,5.0,5.0
10,P33,C,Neither agree nor disagree,Agree,Strongly agree,Neither hopeful nor hopeless,Very pleasant,3.0,4.0,5.0,3.0,5.0
11,P33,C,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
12,P33,C,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
14,P33,C,Agree,Agree,Agree,Very hopeful,Very pleasant,4.0,4.0,4.0,5.0,5.0
15,P33,C,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
17,P33,C,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
18,P33,C,Neither agree nor disagree,Agree,Agree,Hopeful,Very pleasant,3.0,4.0,4.0,4.0,5.0
20,P33,C,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
21,P33,C,Neither agree nor disagree,Agree,Agree,Hopeful,Pleasant,3.0,4.0,4.0,4.0,4.0
24,P33,C,Agree,Agree,Agree,Very hopeful,Very pleasant,4.0,4.0,4.0,5.0,5.0
25,P33,C,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
26,P33,C,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
28,P33,C,Neither agree nor disagree,Agree,Agree,Neither hopeful nor hopeless,Pleasant,3.0,4.0,4.0,3.0,4.0
10,P17,C,Disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,3.0,4.0,3.0,4.0
11,P17,C,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,3.0,3.0,3.0,4.0
12,P17,C,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,3.0,3.0,3.0,4.0
14,P17,C,Disagree,Disagree,Neither agree nor disagree,Hopeless,Neither pleasant nor unpleasant,2.0,2.0,3.0,2.0,3.0
16,P17,C,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,3.0,3.0,3.0,4.0
17,P17,C,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither hopeful nor hopeless,Unpleasant,3.0,4.0,3.0,3.0,2.0
18,P17,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,2.0,3.0,3.0,3.0
19,P17,C,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,3.0,3.0,3.0,4.0
20,P17,C,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Very unpleasant,2.0,3.0,3.0,3.0,5.0
21,P17,C,Disagree,Neither agree nor disagree,Neither agree nor disagree,Hopeless,Very unpleasant,2.0,3.0,3.0,2.0,5.0
22,P17,C,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
23,P17,C,Disagree,Neither agree nor disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,3.0,3.0,4.0,4.0
24,P17,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,3.0,3.0,4.0,4.0,5.0
25,P17,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Very unpleasant,3.0,3.0,4.0,4.0,5.0
26,P17,C,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Hopeless,Very unpleasant,3.0,3.0,3.0,2.0,5.0
27,P17,C,Disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,2.0,3.0,4.0,4.0,4.0
28,P17,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Very unpleasant,3.0,3.0,4.0,3.0,5.0
10,P48,T,Disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,2.0,3.0,4.0,4.0,4.0
11,P48,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
12,P48,T,Disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,2.0,3.0,4.0,4.0,4.0
14,P48,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
17,P48,T,Agree,Neither agree nor disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,3.0,5.0,4.0,3.0
20,P48,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
25,P48,T,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,4.0,3.0,3.0,3.0,4.0
27,P48,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
28,P48,T,Disagree,Neither agree nor disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,3.0,3.0,4.0,4.0
10,P43,C,Disagree,Strongly disagree,Agree,Hopeful,Pleasant,2.0,1.0,4.0,4.0,4.0
11,P43,C,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
12,P43,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Unpleasant,2.0,2.0,3.0,3.0,2.0
13,P43,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,3.0,4.0,3.0
15,P43,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
16,P43,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
17,P43,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
18,P43,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
19,P43,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
24,P43,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,2.0,3.0,4.0,4.0
26,P43,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,2.0,3.0,3.0,3.0
27,P43,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
28,P43,C,Disagree,Disagree,Disagree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,2.0,2.0,3.0,3.0
0,P45,T,Strongly disagree,Agree,Strongly agree,Very hopeful,Very pleasant,1.0,4.0,5.0,5.0,5.0
1,P45,T,Disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,2.0,3.0,4.0,4.0,4.0
10,P45,T,Disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,2.0,3.0,4.0,4.0,4.0
11,P45,T,Disagree,Agree,Agree,Hopeful,Pleasant,2.0,4.0,4.0,4.0,4.0
12,P45,T,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
13,P45,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
14,P45,T,Disagree,Agree,Strongly agree,Very hopeful,Very pleasant,2.0,4.0,5.0,5.0,5.0
16,P45,T,Disagree,Agree,Strongly agree,Very hopeful,Very pleasant,2.0,4.0,5.0,5.0,5.0
17,P45,T,Disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,2.0,3.0,5.0,5.0,5.0
18,P45,T,Disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,2.0,3.0,5.0,5.0,5.0
19,P45,T,Disagree,Neither agree nor disagree,Agree,Very hopeful,Very pleasant,2.0,3.0,4.0,5.0,5.0
20,P45,T,Disagree,Agree,Agree,Very hopeful,Very pleasant,2.0,4.0,4.0,5.0,5.0
21,P45,T,Disagree,Agree,Strongly agree,Very hopeful,Very pleasant,2.0,4.0,5.0,5.0,5.0
22,P45,T,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,4.0,3.0,5.0,5.0,5.0
24,P45,T,Disagree,Agree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,2.0,4.0,5.0,5.0,3.0
25,P45,T,Disagree,Agree,Strongly agree,Very hopeful,Very pleasant,2.0,4.0,5.0,5.0,5.0
26,P45,T,Disagree,Agree,Agree,Very hopeful,Very pleasant,2.0,4.0,4.0,5.0,5.0
27,P45,T,Disagree,Agree,Strongly agree,Very hopeful,Very pleasant,2.0,4.0,5.0,5.0,5.0
28,P45,T,Disagree,Agree,Agree,Very hopeful,Very pleasant,2.0,4.0,4.0,5.0,5.0
10,P44,C,Disagree,Agree,Strongly agree,Hopeful,Very pleasant,2.0,4.0,5.0,4.0,5.0
11,P44,C,Disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,2.0,3.0,5.0,5.0,5.0
12,P44,C,Disagree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,2.0,3.0,4.0,4.0,5.0
13,P44,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
14,P44,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
15,P44,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,3.0,3.0,5.0,5.0,3.0
16,P44,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
17,P44,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,4.0,3.0,5.0,5.0,5.0
18,P44,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
19,P44,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,3.0,3.0,5.0,5.0,4.0
20,P44,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,3.0,3.0,5.0,5.0,4.0
21,P44,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,3.0,3.0,5.0,5.0,4.0
22,P44,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,3.0,3.0,5.0,5.0,4.0
23,P44,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
24,P44,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,4.0,3.0,5.0,5.0,5.0
25,P44,C,Agree,Agree,Strongly agree,Very hopeful,Pleasant,4.0,4.0,5.0,5.0,4.0
26,P44,C,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Pleasant,4.0,3.0,5.0,5.0,4.0
27,P44,C,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,3.0,3.0,5.0,5.0,3.0
28,P44,C,Disagree,Neither agree nor disagree,Strongly agree,Hopeful,Unpleasant,2.0,3.0,5.0,4.0,2.0
